customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default,PD_Logistic,EL_Logistic,PD_Tree,EL_Tree
2618670,0,5579.715349,1755.76098,83490.03355,3,606,0,2.841157487358582e-10,1.426756503702686e-06,0.0,0.0
4841253,1,4407.471929,8331.603288,54527.70813,3,727,0,3.6863436602398816e-06,0.014622710582838953,0.0,0.0
4522930,5,2761.049506,16620.80342,52428.52206,4,627,1,0.9999933017705156,2484.927910671112,1.0,2484.9445554
2999053,0,4461.847138,6965.056642,98149.74308,6,581,0,7.253732545094723e-12,2.9128541216533512e-08,0.0,0.0
2723215,2,3477.433899,8389.081942,70760.64317,8,667,0,3.325376126960401e-08,0.00010407398103735685,0.0,0.0
1467134,4,2608.798997,11177.43742,39682.19883,1,480,1,0.9999987412682126,2347.916141899598,1.0,2347.9190973
4754857,1,5138.918794,11566.29898,101268.5826,5,677,0,8.426959588948414e-09,3.897491490713297e-05,0.0,0.0
4039149,2,4199.164596,9607.021343,62160.28338,6,726,0,2.056814352776677e-06,0.007773211809652028,0.0,0.0
8521446,0,3334.584216,2992.09521,68928.27308,5,596,0,9.015176475037758e-11,2.7055678660303886e-07,0.0,0.0
1279600,1,3079.55134,4606.951938,54592.43358,7,605,0,3.7000666866418464e-09,1.0255090790643532e-05,0.0,0.0
7269476,0,3040.960977,4404.918315,47012.43037,2,636,0,2.241938764461841e-07,0.0006135883465996849,0.0,0.0
2289318,0,2212.887987,610.7649879,42642.15937,4,642,0,1.0706302772775346e-09,2.1322663911953424e-06,0.0,0.0
6552907,0,3285.841537,4459.926443,66382.17214,4,596,0,1.6052065451705358e-09,4.747008907427052e-06,0.0,0.0
8753437,0,3258.508608,3982.097842,72023.81125,2,667,0,5.4620699084812254e-09,1.601838163285546e-05,0.0,0.0
4320547,1,3438.165737,6899.967887,95771.69288,7,580,0,1.9207143289157348e-10,5.943360776618725e-07,0.0,0.0
5451200,2,4929.427201,10002.59086,65532.66639,4,697,0,0.00011068669364337979,0.49105979859098714,0.0,0.0
6325220,5,3507.902474,19990.89793,69486.70311,4,542,1,0.9999986970722946,3157.108113111011,1.0,3157.1122266
6037431,3,5527.944216,14795.18286,78210.76357,4,668,0,0.08368459499851437,416.34339560130604,0.007272727272727273,36.182907595636365
3258404,1,3044.751919,4972.39513,53714.70992,6,787,0,8.547406937376176e-10,2.342226030754502e-06,0.0,0.0
4529904,0,2979.485594,5964.402963,60680.19975,4,673,0,1.5810140604182775e-09,4.239547755234933e-06,0.0,0.0
4756862,0,1598.115491,2106.924814,26071.77675,4,609,0,3.039491719929945e-08,4.371712922147651e-05,0.0,0.0
2671353,5,5691.710738,25802.3152,85075.45006,4,541,1,0.999999756063376,5122.538414624968,1.0,5122.5396642
8919468,0,6122.534809,3308.52031,86757.74902,4,560,0,2.0473056403626625e-10,1.1281230043004194e-06,0.0,0.0
7240623,5,4296.127286,22541.026,74379.07589,2,607,1,0.9999999470130517,3866.5143525251933,1.0,3866.5145574
7096072,1,5713.466421,9572.714973,89956.31788,5,631,0,2.6096208274889096e-08,0.00013418982872460107,0.0,0.0
6645305,2,3196.367779,12285.43342,92085.61348,7,746,0,3.100425098529606e-08,8.91908899752864e-05,0.0,0.0
8551890,0,5044.106619,5378.621481,91383.46571,4,530,0,6.260247535850137e-10,2.8419620428944107e-06,0.0,0.0
7602707,0,3712.750866,3748.47485,58773.4523,6,615,0,5.475178785554972e-11,1.8295177299816644e-07,0.0,0.0
4951943,5,3308.441678,18042.03529,60513.88204,4,552,1,0.9999982937743368,2977.5924297467136,1.0,2977.5975102
6288882,2,3056.005959,8496.600307,76750.28031,8,606,0,5.564187363846094e-08,0.00015303770766815549,0.0,0.0
4382360,3,4806.864262,14702.98825,87593.08538,5,599,0,0.017676861478551843,76.4732463350178,0.007272727272727273,31.46311153309091
4144487,0,4392.816559,5063.187358,55462.63115,4,679,0,1.7533235652537626e-09,6.931825911658482e-06,0.0,0.0
1629547,0,3019.475375,446.3892355,44638.92355,3,603,0,1.0334056921143023e-08,2.8083087357515707e-05,0.0,0.0
2948051,0,4470.490457,2387.751259,66307.55718,4,764,0,2.145775558958267e-11,8.633402243268097e-08,0.0,0.0
1237675,1,4357.308441,10823.44917,89452.65138,6,736,0,1.1095619123039373e-09,4.351233137664643e-06,0.0,0.0
7125694,0,2904.436456,3806.284655,45019.50894,4,751,0,6.283952149542433e-10,1.6426205739801543e-06,0.0,0.0
1113748,1,1888.053856,4179.967159,36004.06641,5,610,0,6.95611520133171e-07,0.0011820168115789095,0.0,0.0
2512418,4,3167.933042,11269.54487,53739.73516,7,663,0,0.11174263280492162,318.5938607965059,0.0,0.0
7678486,0,2647.608576,3633.448864,69427.6089,6,737,0,1.2767579368626538e-12,3.042319736802266e-09,0.0,0.0
5161636,0,2264.648869,2138.377198,30248.31246,3,629,0,7.999520881281627e-08,0.00016304495324702688,0.0,0.0
7365670,3,2673.54163,7233.006733,46791.58228,7,689,0,0.0001285837540921378,0.309396617556312,0.007272727272727273,17.499545214545456
6381573,5,3848.509319,18052.44355,60919.57161,4,587,1,0.999996654310727,3463.646798775289,1.0,3463.6583871
3238472,5,4604.738825,24614.66577,78697.94413,5,692,1,0.999972654824039,4144.151616845918,1.0,4144.264942500001
3252127,0,3372.376095,3405.489888,55026.27562,3,706,0,2.2926825346054793e-09,6.958608995814776e-06,0.0,0.0
8571897,1,4689.997284,7454.473944,89940.20848,8,515,0,3.4794667521839843e-10,1.4686820655760068e-06,0.0,0.0
1444612,0,2813.780246,1909.867606,47804.87496,6,702,0,1.182797884890817e-11,2.9953199911647265e-08,0.0,0.0
6562873,0,3369.099325,3477.305329,51756.93553,3,638,0,1.3040737532271255e-08,3.954198601572953e-05,0.0,0.0
6714332,1,3179.923385,6909.539007,77842.18685,6,612,0,4.710551351062118e-09,1.3481273157737196e-05,0.0,0.0
3087069,0,4294.47539,7237.49265,70514.35871,3,583,0,3.891539931122614e-08,0.00015040910217067524,0.0,0.0
8010926,0,6148.494512,843.3674406,84336.74406,5,720,0,5.210510746619776e-13,2.8833117057277846e-09,0.0,0.0
6551322,0,5204.224599,5528.201971,106426.3955,4,607,0,2.717387457765746e-11,1.272770518744671e-07,0.0,0.0
3672265,1,5423.942645,8524.640887,99150.69003,7,750,0,1.4212895065710796e-11,6.938093489023698e-08,0.0,0.0
3068840,0,5259.363393,885.0746882,88507.46882,5,662,0,9.392208398056149e-13,4.4457333325347315e-09,0.0,0.0
6031818,5,3280.272295,18732.54767,67417.22083,3,563,1,0.9999994527276914,2952.243449818028,1.0,2952.2450655000002
6410292,0,3691.985766,5641.919221,75507.14829,4,611,0,8.408251698644058e-10,2.7938831029505268e-06,0.0,0.0
2195286,1,2800.316359,4540.64595,43040.16541,3,754,0,8.495066867587293e-07,0.0021409987248093227,0.0,0.0
2483066,1,1645.741726,3344.06227,37660.8669,7,663,0,3.691984061259544e-09,5.468446999207595e-06,0.0,0.0
8380627,1,5137.219376,8042.606207,79741.33151,6,709,0,1.2908071065075696e-09,5.968043350406264e-06,0.0,0.0
8926016,5,4455.723618,21759.58907,68241.17866,4,576,1,0.9999992571042778,4010.1482770757866,1.0,4010.1512562000003
1729821,5,4611.226168,25172.40934,87306.38652,5,611,1,0.9999887766991036,4150.056973339094,1.0,4150.1035512
8935419,2,2228.164899,7430.4677,61714.77493,8,669,0,4.7647105937879375e-08,9.554904809074557e-05,0.0,0.0
7713931,5,4477.721762,25525.87565,63190.6675,3,612,1,0.9999999828703975,4029.9495167685654,1.0,4029.9495858
2593152,1,6114.066639,10454.60074,90441.83333,5,720,0,7.456553215484752e-09,4.103087693105115e-05,0.0,0.0
4265770,2,3682.300399,13665.47622,81215.98749,5,589,0,0.000177138206424898,0.5870484793768918,0.0,0.0
6694674,1,2305.03445,4681.362495,54885.43693,7,578,0,5.887836151299174e-09,1.2214498648230007e-05,0.0,0.0
2878530,0,3270.453879,570.8356554,57083.56554,5,652,0,3.04855707614322e-11,8.973148783522943e-08,0.0,0.0
1760607,0,3157.845091,2359.788951,49538.62055,4,687,0,5.845738878702495e-10,1.661394403924067e-06,0.0,0.0
1083392,0,6547.709898,4572.87505,104214.0756,5,633,0,2.3865417681091156e-12,1.406374484133463e-08,0.0,0.0
2548560,5,5227.129372,30897.38167,83840.58872,4,569,1,0.999999978423346,4704.4163332944345,1.0,4704.4164348
7517038,2,2042.535985,5779.605547,36313.79378,6,657,0,1.5027878073973026e-05,0.027625483569854156,0.0,0.0
3279204,1,3509.853269,9434.868921,75551.558,4,754,0,5.652683947434349e-08,0.00017856082108373648,0.0,0.0
7787477,0,4911.323807,6452.905939,72112.66078,4,642,0,1.1974641935930068e-09,5.293020961821051e-06,0.0,0.0
3467139,0,1875.113047,2365.397903,29565.60654,2,708,0,1.196567378267939e-07,0.00020193291923443173,0.0,0.0
8989969,5,4118.251907,19388.55381,72001.48849,3,627,1,0.9999979294355685,3706.419041904673,1.0,3706.4267163
4618641,0,7042.304481,4137.426549,85413.0674,5,745,0,1.9530498971087654e-12,1.2378574837823083e-08,0.0,0.0
3879675,3,2722.706729,8732.939038,48632.57113,7,685,0,0.0002622246152727378,0.6425646520612674,0.007272727272727273,17.821353135272727
2338819,0,4945.33944,2570.333551,85901.95454,3,679,0,7.796541423184481e-11,3.470088941610115e-07,0.0,0.0
8127530,0,3003.766079,4053.095356,39932.25513,3,697,0,2.1826652681098643e-08,5.9005943047438664e-05,0.0,0.0
2559477,4,3906.630457,16227.27569,56732.91535,1,603,1,0.9999948630726722,3515.9493500309213,1.0,3515.9674113
5699479,5,3840.418321,14994.26544,53794.32662,1,555,1,0.9999999777819308,3456.3764121059885,1.0,3456.3764889000004
4675595,2,3670.92571,9596.22646,75718.62338,8,687,0,2.548929652385531e-08,8.421238254531068e-05,0.0,0.0
2061413,0,2038.609652,2984.174167,42878.6052,6,625,0,1.5948382375734185e-10,2.9261273620462563e-07,0.0,0.0
7431458,0,2914.249997,917.3111082,64879.74563,5,581,0,5.781331353846485e-11,1.516342039254281e-07,0.0,0.0
1638898,1,3707.461716,4634.160556,57597.45492,5,633,0,5.5363862704379325e-08,0.0001847334612837299,0.0,0.0
8711328,5,4926.741674,18943.13978,72136.00622,4,622,1,0.9999866729345228,4434.008413492009,1.0,4434.0675066
3866572,1,4408.32239,6702.412553,79268.2046,5,610,0,2.3988062251478543e-08,9.517240072431601e-05,0.0,0.0
6610306,5,5390.873161,30441.76235,91844.02459,2,584,1,0.9999999972704157,4851.785831656642,1.0,4851.7858449000005
3291949,3,6596.195494,16086.9749,91952.22747,4,628,0,0.08416926812258152,499.67725241110503,0.007272727272727273,43.175097778909084
5500676,0,4539.190184,6126.144466,86518.54294,4,724,0,3.7080877297588906e-11,1.5148543881899161e-07,0.0,0.0
6789710,1,2313.344837,3211.670516,38124.95405,5,620,0,2.6977814780697604e-07,0.0005616808968282218,0.0,0.0
5006585,1,3560.648035,5273.74225,60497.19791,6,563,0,3.736821868187793e-08,0.00011974956697897105,0.0,0.0
7586510,0,6679.103143,3956.076166,86598.94627,6,678,0,9.376785874304973e-13,5.636566800387752e-09,0.0,0.0
3578717,0,6064.123004,4651.182782,83316.08541,4,602,0,2.856982884444504e-10,1.5592586068434773e-06,0.0,0.0
7772698,1,3814.162931,6141.232793,67450.1106,5,672,0,1.9570475076773546e-08,6.718048252190014e-05,0.0,0.0
7362864,2,2937.878102,5093.558864,57894.37634,8,724,0,7.282135846200755e-09,1.9254624694508195e-05,0.0,0.0
4085765,0,5227.304902,2691.896355,69170.02023,4,626,0,2.844835279011077e-10,1.3383739259421428e-06,0.0,0.0
3700938,0,4287.42859,7503.36695,77957.79285,4,749,0,1.304826617817041e-10,5.034915851599608e-07,0.0,0.0
2691552,5,3772.763476,14149.06605,59584.26177,5,582,1,0.999862730777662,3395.0210325224257,1.0,3395.4871284
4418770,2,4629.349219,9963.382976,83891.64859,8,693,0,1.1777736154322625e-08,4.907092830084136e-05,0.0,0.0
4240531,1,5466.033694,9941.901446,86554.77009,6,632,0,7.83596814490697e-09,3.8548499314654955e-05,0.0,0.0
2463684,1,4299.363828,4845.19607,51631.08241,6,655,0,1.4646456819346374e-08,5.6673401991715554e-05,0.0,0.0
7987506,2,3941.702572,9223.90984,67277.84361,6,693,0,1.7016483840470335e-06,0.0060366526308340525,0.0,0.0
1069228,0,3815.899042,3672.601881,53549.49228,3,721,0,2.4556028082218545e-09,8.433299163083656e-06,0.0,0.0
6043209,1,3214.507783,8410.327087,82139.09878,4,710,0,3.393417397253444e-08,9.81734997099492e-05,0.0,0.0
3696341,5,5114.174723,29777.41208,105098.5136,3,541,1,0.9999999523260452,4602.757031268359,1.0,4602.7572507
7164264,1,3878.313431,7861.594153,60359.34399,6,587,0,1.0505594283481827e-07,0.0003666958866923795,0.0,0.0
2056764,0,2674.325465,1137.337287,37336.03927,4,581,0,9.049877900207884e-09,2.1782087031300006e-05,0.0,0.0
8838592,5,4429.009343,26716.4405,99683.45517,3,572,1,0.9999997237378794,3986.107307489238,1.0,3986.1084087
1333173,1,5582.363567,12095.47957,103419.2758,3,706,0,1.781768634043133e-07,0.0008951832276755168,0.0,0.0
8044249,4,6151.278331,23255.14566,86046.89206,1,582,1,0.9999983980196496,5536.141629095687,1.0,5536.1504979
7513697,0,3290.896426,5657.631026,73486.18279,5,710,0,2.5972537650304636e-11,7.692563819478417e-08,0.0,0.0
6855647,1,5050.121922,9127.972294,97129.87374,6,705,0,3.4093171678797873e-10,1.54957206317046e-06,0.0,0.0
7705484,0,2149.0705,1594.604164,41471.13448,5,672,0,2.0310640522190407e-10,3.92840985441096e-07,0.0,0.0
8353705,4,2448.725785,8633.235167,38825.62225,6,568,1,0.8473796043713084,1867.5002582164097,0.7222222222222222,1591.67176025
2438598,0,4979.313632,4406.527131,72935.39338,4,511,0,4.403982814439931e-09,1.973593049673103e-05,0.0,0.0
4697237,1,4267.109917,10125.65275,71693.76513,4,640,0,1.272308520376948e-06,0.0048861722743056635,0.0,0.0
5606201,0,2869.296274,4440.416974,53726.66419,4,709,0,7.385059646549007e-10,1.9070931714399741e-06,0.0,0.0
8657174,0,3037.025908,6130.814575,62324.67423,2,707,0,2.5360570259415315e-08,6.931863802754874e-05,0.0,0.0
7945285,0,1834.414296,1585.684165,32694.06961,8,651,0,4.1139197467730345e-12,6.791969876469439e-09,0.0,0.0
8544432,0,5291.484161,846.7774634,84677.74634,3,662,0,4.883405729301085e-11,2.3256417661500012e-07,0.0,0.0
6299123,2,5174.483976,13598.12768,96122.43767,7,766,0,3.277796803478461e-08,0.0001526481633256499,0.0,0.0
5785982,0,3123.551351,2848.412825,49141.7287,6,692,0,2.1432538763231963e-11,6.025107186832776e-08,0.0,0.0
3913463,1,3726.430399,5573.155053,66898.13695,6,590,0,1.2666712041399252e-08,4.248145872580457e-05,0.0,0.0
5689764,0,4464.454642,6210.64164,73486.70488,5,657,0,1.0985749246311812e-10,4.414084129669029e-07,0.0,0.0
3781641,3,5235.733354,17908.07126,87976.16249,2,592,1,0.9610044982236904,4528.406974224429,0.9733333333333334,4586.502418104001
8759358,2,4784.129283,9097.04171,75518.82694,7,718,0,6.93535533397817e-08,0.0002986167288716569,0.0,0.0
2306791,0,4069.066702,2222.133458,79856.59991,3,720,0,5.392705740201469e-11,1.9748951425024256e-07,0.0,0.0
1581185,0,3748.408787,5177.990608,61454.0597,3,636,0,1.1878251879045091e-08,4.007208934585069e-05,0.0,0.0
6093138,0,2042.493602,3838.508156,38660.3946,2,654,0,2.769451693448975e-07,0.0005090928628425838,0.0,0.0
8578451,0,3895.269812,4945.140186,59732.50624,4,513,0,2.4044139977502694e-08,8.429257134888174e-05,0.0,0.0
3365880,5,4278.794095,17092.49453,57289.69237,4,587,1,0.9999963664539745,3850.90069302425,1.0,3850.9146855000004
2293998,2,5164.430161,6421.567001,74164.90788,7,671,0,4.634709927974963e-08,0.00021542072165568033,0.0,0.0
7427998,1,2383.024193,3896.092048,44507.78601,5,655,0,9.662016215585957e-08,0.0002072233655540968,0.0,0.0
4587569,5,5716.666522,27814.21041,99917.64426,3,609,1,0.9999997194333049,5144.998426284391,1.0,5144.999869800001
7648411,0,4970.615776,6453.297616,78572.68649,5,641,0,9.967426861124854e-11,4.458982428183002e-07,0.0,0.0
7844104,0,6027.724179,5806.646784,73077.46245,4,621,0,1.2336116522864603e-09,6.692283705584914e-06,0.0,0.0
2786846,1,3498.809573,10755.79258,86462.77035,5,658,0,3.713086519241498e-08,0.00011692244393009462,0.0,0.0
8633630,5,7880.378251,35666.00602,110619.2778,4,594,1,0.9999999578452141,7092.340126923908,1.0,7092.3404259
8050047,2,2437.191313,11424.01949,66951.35809,5,622,0,0.00012364375155783267,0.27120912948313197,0.0,0.0
6048680,2,3080.127733,7832.558514,55664.54023,7,636,0,1.4341135395004923e-06,0.0039755275967576316,0.0,0.0
4922734,1,2752.117415,4798.919493,50608.82719,5,603,0,2.2459769504152766e-07,0.0005563073051033828,0.0,0.0
1454794,0,4033.267836,674.501641,67450.1641,5,619,0,1.974954479068942e-11,7.168968340193609e-08,0.0,0.0
7101821,0,3701.529835,3517.488543,108757.5181,6,646,0,8.098838584330257e-14,2.698028338387285e-10,0.0,0.0
4260463,4,5713.43439,21401.27554,81627.55137,3,533,1,0.9999627895706967,5141.899611588197,1.0,5142.090951
5918490,0,2775.333229,4337.521174,56307.00135,3,672,0,6.1337550888210885e-09,1.532089288489771e-05,0.0,0.0
2280203,1,2600.417306,6322.254678,57515.94978,6,598,0,4.437000664285508e-08,0.00010384247982727378,0.0,0.0
4205161,1,8087.428082,10684.59426,106782.9886,7,726,0,3.981495543775198e-11,2.8980052982176863e-07,0.0,0.0
4765821,5,4993.661861,17091.06383,71136.19395,3,641,1,0.9999917048423818,4494.2583940089935,1.0,4494.2956748999995
5369590,0,3885.381657,6371.889573,61724.55755,2,669,0,7.009373375495754e-08,0.0002451068166619384,0.0,0.0
1680523,4,3823.758134,14488.29674,54329.6369,1,556,1,0.9999958145627434,3441.3679169102215,1.0,3441.3823206
1118848,2,6149.398454,16834.85218,100334.7139,3,659,0,0.0012485675120297263,6.910145215371203,0.0,0.0
5749285,0,4220.273755,4191.787428,62097.69927,6,735,0,4.867068043614411e-12,1.8486323575438587e-08,0.0,0.0
6744637,0,6287.503576,7028.876911,91578.92445,4,571,0,7.787803534403969e-10,4.406925831457535e-06,0.0,0.0
4991477,5,3305.069595,25520.98329,90774.47952,5,509,1,0.9999978678538785,2974.5562932978137,1.0,2974.5626355
2616205,1,4513.34276,6340.695367,83099.56165,5,626,0,9.29351376417921e-09,3.7750331756266735e-05,0.0,0.0
2007934,0,1766.099016,584.4968544,29518.52333,4,678,0,2.303070699957674e-09,3.6607058072763106e-06,0.0,0.0
6889981,0,3517.154827,3036.347572,62988.14903,6,634,0,1.5312034950981127e-11,4.846931787513238e-08,0.0,0.0
6238176,1,4751.479803,6860.502634,64591.80832,6,657,0,1.0164561907036569e-08,4.346703954686468e-05,0.0,0.0
5820678,0,1800.207678,296.5909171,29659.09171,4,637,0,4.283756590894357e-09,6.9404863550500135e-06,0.0,0.0
7946965,0,4613.290613,1555.766149,64583.98545,5,684,0,1.3455788090713453e-11,5.586791480046501e-08,0.0,0.0
2877561,0,3184.872696,3969.38643,43069.59111,2,692,0,9.456023538236088e-08,0.0002710460806169529,0.0,0.0
7047567,2,2789.584509,11398.67272,68438.05762,6,723,0,2.555066167811829e-06,0.006414815701078085,0.0,0.0
7069051,0,2689.498576,4004.572287,51192.76073,3,562,0,7.71678694740601e-08,0.00018678858755709465,0.0,0.0
5449669,1,2875.904756,5709.994486,46523.24506,7,713,0,2.1137073293775313e-09,5.470938865214011e-06,0.0,0.0
2081349,0,3911.921829,3617.612501,87548.79748,5,598,0,1.5034593810716746e-11,5.293274014646202e-08,0.0,0.0
4580778,0,7179.330435,9808.671634,106704.3437,3,584,0,3.1660479202524213e-09,2.0457093773282993e-05,0.0,0.0
7636397,1,4410.02249,8753.394822,81615.07161,6,651,0,4.48520738323073e-09,1.7801878889125412e-05,0.0,0.0
5291335,2,6059.880611,12439.12657,92852.05008,9,626,0,1.1990414045124773e-08,6.539442983092232e-05,0.0,0.0
5567448,0,4509.720845,6913.974978,83146.48342,3,583,0,7.663743806157292e-09,3.110521067403046e-05,0.0,0.0
4289123,1,3057.966392,6122.499682,65420.05402,5,674,0,2.205710364918538e-08,6.070489349766251e-05,0.0,0.0
1961905,0,6383.282594,7598.675434,94776.64247,5,633,0,3.8466266352679854e-11,2.2098694361870627e-07,0.0,0.0
4612284,4,3976.583011,16262.24358,60513.41862,1,559,1,0.9999966996135821,3578.912898065497,1.0,3578.9247099000004
8584572,2,3850.363446,11226.8107,72591.03982,6,684,0,3.354679251295339e-06,0.011625060926017998,0.0,0.0
2373091,1,2161.21338,3841.606668,34801.39284,4,735,0,3.487674073128787e-07,0.0006783847084732531,0.0,0.0
4267324,1,5876.816909,11012.78109,102082.148,6,636,0,2.2766418913146183e-09,1.2041466806353941e-05,0.0,0.0
1269925,0,3873.883058,6417.802407,84764.40821,6,756,0,7.979232695959077e-13,2.781955292104398e-09,0.0,0.0
2882473,1,3445.65807,4603.413081,57432.49036,5,653,0,3.6769699018032674e-08,0.00011402622913765981,0.0,0.0
3357892,1,2762.785258,4325.307754,53055.63541,7,685,0,7.766452948159553e-10,1.9311337540913265e-06,0.0,0.0
7617481,0,3796.11828,5896.570324,77839.42879,4,682,0,1.8842107279082078e-10,6.437418108826009e-07,0.0,0.0
2553234,0,2699.789507,680.4998763,41406.15383,7,774,0,5.211730039847388e-13,1.2663516667407004e-09,0.0,0.0
7890012,1,5207.648647,8965.955823,87991.7105,5,697,0,6.18753415809998e-09,2.900025349802608e-05,0.0,0.0
2165351,0,3214.882664,1999.123479,53423.72172,3,614,0,7.359779603935372e-09,2.1294745073597352e-05,0.0,0.0
6733204,5,4720.508454,27947.97458,92090.59824,3,584,1,0.9999999293692411,4248.4573085282145,1.0,4248.4576086
5096588,1,2267.137681,4199.813052,34491.6855,4,641,0,2.767303490088435e-06,0.005646472215428071,0.0,0.0
6528734,0,1513.430554,2244.788712,23559.2695,4,643,0,2.2537904304391324e-08,3.069859769765455e-05,0.0,0.0
2021963,0,2531.447219,4757.480327,49892.87125,4,680,0,2.345080551593556e-09,5.342802876596245e-06,0.0,0.0
5423923,1,3606.145796,6250.846741,60756.29889,5,679,0,3.8714365183514445e-08,0.00012564868072620545,0.0,0.0
3772158,0,1796.157595,2207.473922,25010.49189,3,563,0,5.269920854651636e-07,0.0008519047531318284,0.0,0.0
1067669,0,2299.140531,2811.547627,36483.06858,3,742,0,6.352401220175042e-09,1.3144556803030466e-05,0.0,0.0
4744929,5,3119.189274,14707.21334,52337.50182,2,532,1,0.9999999123261495,2807.270100475799,1.0,2807.2703466
4906003,5,4615.493085,14784.73985,57558.67918,6,607,1,0.9993317942271772,4151.168087288562,1.0,4153.9437765
4981578,4,1676.725984,7647.5926,33732.56011,4,686,1,0.9487264539549312,1431.6788673489714,1.0,1509.0533856
5001814,0,3575.01957,5101.294701,63226.38732,5,634,0,2.7899768914448557e-10,8.976799788086813e-07,0.0,0.0
2440434,2,4211.644124,8643.382528,69078.4778,7,730,0,8.531585624912409e-08,0.000323388022190087,0.0,0.0
1273611,1,2415.207956,4946.684255,62122.91383,6,545,0,3.3057764687868404e-08,7.185723865354407e-05,0.0,0.0
8373345,0,4790.726048,3236.670635,73466.87582,5,531,0,2.4532598988587766e-10,1.057760648997893e-06,0.0,0.0
7431518,1,2884.87081,3317.616697,49870.52536,7,697,0,5.099563670160797e-10,1.3240424138205015e-06,0.0,0.0
3215472,0,3924.027779,1269.6574,50712.61537,1,677,0,7.116584030642484e-08,0.00025133106085046007,0.0,0.0
5557443,0,3294.758388,1939.218362,62843.21378,5,656,0,3.1347103009290675e-11,9.295301752142445e-08,0.0,0.0
1030143,2,2785.562364,6000.632244,47328.74131,5,634,0,4.626088488894719e-05,0.11597632188478886,0.0,0.0
2906359,1,5253.969111,8804.099595,76769.75496,5,751,0,7.284874998040659e-09,3.4447057395481635e-05,0.0,0.0
7285064,1,3459.988698,5361.699369,59771.98294,6,645,0,8.617036081852458e-09,2.683336270812094e-05,0.0,0.0
4058072,0,3874.611528,3206.100312,72266.90664,6,587,0,1.4790501481627046e-11,5.157670279105191e-08,0.0,0.0
3002299,2,4243.873888,8509.170811,74644.89747,6,555,0,7.258083537499923e-06,0.027722152081546735,0.0,0.0
4792678,5,6120.536516,26221.02363,92202.28574,4,556,1,0.9999994333358433,5508.479742940203,1.0,5508.4828644
1335117,1,3949.704843,9605.213264,85565.77455,5,648,0,2.7230947757086992e-08,9.679878561208183e-05,0.0,0.0
3783531,4,3872.037505,20563.88969,97590.82395,7,562,0,0.5259161684858981,1832.7304159769665,0.0,0.0
7258185,1,3966.361901,6527.980392,59602.04717,6,596,0,4.582460576536771e-08,0.00016358127339248952,0.0,0.0
3859923,0,4146.561685,5398.562837,64375.34127,3,554,0,4.8773802359384896e-08,0.0001820192220856692,0.0,0.0
6665216,1,4009.047569,7732.618698,90525.96665,6,667,0,6.375707693737929e-10,2.3004463887211174e-06,0.0,0.0
5851653,4,3100.809827,14054.89085,52521.44393,3,632,1,0.9993142321899454,2788.815052291988,1.0,2790.7288443
1737356,2,3206.807748,11331.42777,63168.28394,3,525,0,0.04166104611211523,120.23906891590475,0.0,0.0
3611286,0,4110.704846,3694.286204,60717.99748,3,649,0,4.501473270460123e-09,1.6653805188317908e-05,0.0,0.0
4570465,5,6163.80366,22891.73376,74879.65589,3,587,1,0.9999998450656749,5547.422434513715,1.0,5547.423294
